Step	Time	Atoms	Temp	PotEng	KinEng	TotEng	Density
1235000	1235	14364	886.58867	-46492.239	1646.0081	-44846.231	2.5837888
1240000	1240	14364	879.15457	-46498.002	1632.2063	-44865.796	2.5730711
1245000	1245	14364	873.37206	-46470.716	1621.4707	-44849.246	2.5692012
1250000	1250	14364	874.65782	-46501.316	1623.8577	-44877.458	2.5772537
1255000	1255	14364	881.4645	-46495.399	1636.4948	-44858.904	2.5727133
1260000	1260	14364	882.47356	-46478.007	1638.3682	-44839.639	2.5640628
1265000	1265	14364	889.09743	-46504.948	1650.6658	-44854.282	2.5812014
1270000	1270	14364	881.15131	-46495.133	1635.9133	-44859.22	2.5734234
1275000	1275	14364	866.26169	-46480.604	1608.2698	-44872.335	2.5702686
1280000	1280	14364	881.30039	-46498.763	1636.1901	-44862.573	2.578112
1285000	1285	14364	880.62528	-46517.72	1634.9367	-44882.783	2.5819249
1290000	1290	14364	866.46783	-46481.787	1608.6525	-44873.135	2.5709534
1295000	1295	14364	891.28613	-46485.259	1654.7293	-44830.53	2.5779005
1300000	1300	14364	880.1397	-46507.507	1634.0352	-44873.472	2.5818783
1305000	1305	14364	877.56805	-46481.066	1629.2608	-44851.806	2.5688361
1310000	1310	14364	880.17805	-46483.594	1634.1064	-44849.487	2.5750129
1315000	1315	14364	885.58817	-46509.724	1644.1506	-44865.573	2.5832408
1320000	1320	14364	876.75838	-46472.014	1627.7576	-44844.256	2.5747248
1325000	1325	14364	887.72143	-46500.65	1648.1112	-44852.539	2.5739931
1330000	1330	14364	890.3837	-46507.82	1653.0538	-44854.766	2.5858857
1335000	1335	14364	882.89841	-46470.402	1639.1569	-44831.245	2.5702973
1340000	1340	14364	884.58576	-46472.701	1642.2896	-44830.412	2.571267
1345000	1345	14364	872.81003	-46507.499	1620.4272	-44887.072	2.5783508
1350000	1350	14364	879.77916	-46491.42	1633.3658	-44858.055	2.5760075
1355000	1355	14364	883.07939	-46470.857	1639.4929	-44831.364	2.5673788
1360000	1360	14364	875.47361	-46489.966	1625.3723	-44864.593	2.5805757
1365000	1365	14364	888.5149	-46503.635	1649.5843	-44854.051	2.5762374
1370000	1370	14364	887.63283	-46483.776	1647.9467	-44835.829	2.5685364
1375000	1375	14364	876.44485	-46481.846	1627.1755	-44854.67	2.5761615
1380000	1380	14364	881.99267	-46520.76	1637.4754	-44883.285	2.5802213
1385000	1385	14364	878.23627	-46473.774	1630.5014	-44843.272	2.5681928
1390000	1390	14364	891.86835	-46492.013	1655.8102	-44836.202	2.575361
1395000	1395	14364	883.06667	-46496.996	1639.4693	-44857.526	2.5763192
1400000	1400	14364	880.48245	-46477.302	1634.6716	-44842.63	2.5742459
1405000	1405	14364	879.57167	-46504.08	1632.9806	-44871.1	2.5801973
1410000	1410	14364	873.6185	-46519.8	1621.9282	-44897.872	2.5803907
1415000	1415	14364	889.0909	-46477.437	1650.6537	-44826.783	2.5707848
1420000	1420	14364	873.93539	-46480.103	1622.5165	-44857.586	2.5726561
1425000	1425	14364	879.30393	-46500.921	1632.4835	-44868.437	2.5810676
1430000	1430	14364	888.93191	-46490.114	1650.3585	-44839.755	2.5723274
1435000	1435	14364	877.27005	-46491.959	1628.7075	-44863.252	2.5769511
1440000	1440	14364	873.36214	-46496.047	1621.4522	-44874.595	2.5757522
1445000	1445	14364	888.90436	-46485.665	1650.3073	-44835.358	2.5729416
1450000	1450	14364	883.6856	-46497.901	1640.6184	-44857.282	2.573737
1455000	1455	14364	894.35989	-46523.025	1660.4359	-44862.589	2.5817227
1460000	1460	14364	871.46732	-46481.835	1617.9344	-44863.9	2.5726018
1465000	1465	14364	872.74517	-46502.65	1620.3068	-44882.343	2.5723367
1470000	1470	14364	890.82669	-46485.886	1653.8763	-44832.009	2.5781303
1475000	1475	14364	885.64947	-46497.136	1644.2645	-44852.872	2.5750826
1480000	1480	14364	870.5722	-46477.123	1616.2725	-44860.85	2.5727295
1485000	1485	14364	876.92941	-46495.2	1628.0751	-44867.125	2.5742824
1490000	1490	14364	877.75362	-46490.314	1629.6053	-44860.708	2.5738204
1495000	1495	14364	874.63199	-46472.03	1623.8098	-44848.22	2.5740918
1500000	1500	14364	879.93341	-46499.625	1633.6522	-44865.973	2.5748568
1505000	1505	14364	873.62974	-46493.877	1621.9491	-44871.928	2.5759549
1510000	1510	14364	877.72641	-46502.006	1629.5548	-44872.451	2.5730344
1515000	1515	14364	880.16382	-46499.472	1634.08	-44865.392	2.5742756
1520000	1520	14364	881.99012	-46490.878	1637.4706	-44853.408	2.5774466
1525000	1525	14364	880.3312	-46501.182	1634.3907	-44866.791	2.570888
1530000	1530	14364	877.25469	-46500.576	1628.679	-44871.897	2.5698604
1535000	1535	14364	874.85639	-46498.91	1624.2264	-44874.683	2.5785737
1540000	1540	14364	870.7155	-46495.664	1616.5386	-44879.125	2.5736307
