Step	Time	Atoms	Temp	PotEng	KinEng	TotEng	Density
1645000	1645	25501	773.53566	-82926.328	2549.677	-80376.651	2.5907026
1650000	1650	25501	772.39535	-82931.509	2545.9183	-80385.591	2.5945786
1655000	1655	25501	768.88623	-82932.262	2534.3518	-80397.911	2.5939144
1660000	1660	25501	772.66639	-82902.377	2546.8117	-80355.565	2.5884853
1665000	1665	25501	761.85149	-82924.081	2511.1644	-80412.916	2.5916797
1670000	1670	25501	768.91792	-82938.045	2534.4563	-80403.589	2.5991882
1675000	1675	25501	775.76547	-82935.408	2557.0267	-80378.381	2.5945289
1680000	1680	25501	769.5226	-82917.136	2536.4494	-80380.686	2.5884666
1685000	1685	25501	764.2352	-82946.756	2519.0214	-80427.735	2.5911516
1690000	1690	25501	769.52294	-82957.353	2536.4505	-80420.902	2.5975724
1695000	1695	25501	765.84752	-82923.292	2524.3358	-80398.957	2.5924899
1700000	1700	25501	770.07892	-82918.233	2538.2831	-80379.95	2.5905511
1705000	1705	25501	771.49038	-82922.602	2542.9354	-80379.666	2.5926267
1710000	1710	25501	775.58262	-82952.233	2556.424	-80395.809	2.593862
1715000	1715	25501	778.61955	-82941.294	2566.4341	-80374.86	2.5903776
1720000	1720	25501	773.52167	-82909.917	2549.6309	-80360.286	2.5895093
1725000	1725	25501	772.77336	-82923.578	2547.1643	-80376.413	2.5888925
1730000	1730	25501	767.48145	-82958.617	2529.7215	-80428.896	2.5961613
1735000	1735	25501	765.66986	-82926.178	2523.7502	-80402.428	2.5907196
1740000	1740	25501	767.03345	-82936.338	2528.2448	-80408.093	2.5886874
1745000	1745	25501	771.00766	-82903.17	2541.3443	-80361.825	2.5888171
1750000	1750	25501	774.23597	-82937.515	2551.9853	-80385.53	2.5932997
1755000	1755	25501	769.64332	-82951.271	2536.8473	-80414.423	2.5955526
1760000	1760	25501	768.38887	-82919.347	2532.7124	-80386.634	2.591794
1765000	1765	25501	768.90533	-82933.131	2534.4148	-80398.716	2.5886215
1770000	1770	25501	765.72184	-82954.293	2523.9216	-80430.372	2.5864577
1775000	1775	25501	771.26345	-82926.011	2542.1875	-80383.823	2.5977904
1780000	1780	25501	773.48569	-82908.216	2549.5123	-80358.704	2.591279
1785000	1785	25501	767.22649	-82928.784	2528.8811	-80399.903	2.5862256
1790000	1790	25501	768.69255	-82932.784	2533.7134	-80399.07	2.5912509
1795000	1795	25501	771.09203	-82953.801	2541.6224	-80412.178	2.588807
